,count,mean,min,25%,50%,75%,max
ts,174680,2026-03-15 05:30:00,2025-09-14 07:00:00,2025-12-14 06:00:00,2026-03-15 05:30:00,2026-06-14 05:00:00,2026-09-13 04:00:00
